status_id,num_likes,first_page_comment,comments_beyond_pageone
122366544456362_1347010318658639,0,0,0
122366544456362_1346988158660855,1,1,0
122366544456362_1346774442015560,0,1,0
122366544456362_1346756468684024,0,1,0
122366544456362_1346745525351785,0,1,0
122366544456362_1346735885352749,0,1,0
122366544456362_1346724608687210,0,1,0
122366544456362_1346723588687312,0,1,0
122366544456362_1346719775354360,0,1,0
122366544456362_1346686795357658,0,2,0
122366544456362_1346560382036966,0,3,0
122366544456362_1346543702038634,0,0,0
122366544456362_1346470615379276,0,0,0
122366544456362_1346443622048642,2,4,0
122366544456362_1346429585383379,60159,653,390
122366544456362_1346425175383820,0,4,0
122366544456362_1344089938950677,110,7,0
122366544456362_1346344378725233,1,3,0
122366544456362_1346312475395090,0,1,0
122366544456362_1346298838729787,0,2,0
122366544456362_1346283628731308,0,0,0
122366544456362_1346270072065997,0,1,0
122366544456362_1346266768732994,0,2,0
122366544456362_1344078685618469,38723,162,115
122366544456362_1346206525405685,0,1,0
122366544456362_1346193878740283,0,1,0
122366544456362_1346164678743203,0,3,0
122366544456362_1346132498746421,0,0,0
122366544456362_1345899552103049,1,0,0
122366544456362_1345896118770059,0,0,0
122366544456362_1345883518771319,0,1,0
122366544456362_1345747652118239,9126,51,20
122366544456362_1345848925441445,1,1,0
122366544456362_1345825898777081,0,3,0
122366544456362_1345821955444142,0,2,0
122366544456362_1345815002111504,0,0,0
122366544456362_1345811488778522,1,1,0
122366544456362_549691061868439,0,0,0
122366544456362_549690451868500,1,0,0
122366544456362_1345757872117217,0,1,0
122366544456362_1345733738786297,0,1,0
122366544456362_1345721085454229,0,1,0
122366544456362_1345711628788508,0,1,0
122366544456362_229862567359141,0,0,0
122366544456362_1345673895458948,0,1,0
122366544456362_1345673035459034,0,1,0
122366544456362_1345661968793474,0,0,0
122366544456362_1345659325460405,0,1,0
122366544456362_1345658675460470,0,1,0
122366544456362_1345658608793810,0,1,0
122366544456362_1345634445462893,0,0,0
122366544456362_1345629672130037,1,2,0
122366544456362_1345618518797819,1,1,0
122366544456362_1345571968802474,0,1,0
122366544456362_1345571788802492,0,1,0
122366544456362_1345571638802507,0,0,0
122366544456362_1345561768803494,0,1,0
122366544456362_1345557678803903,2,4,0
122366544456362_1345551238804547,1,3,0
122366544456362_1345530588806612,0,2,0
122366544456362_1345510028808668,0,1,0
122366544456362_1345474368812234,17247,207,102
122366544456362_1345488932144111,0,1,0
122366544456362_1345470722145932,0,1,0
122366544456362_1345470275479310,0,1,0
122366544456362_1345455122147492,0,0,0
122366544456362_1344079182285086,16015,105,50
122366544456362_1345440255482312,1,0,0
122366544456362_1345430632149941,0,1,0
122366544456362_1345414278818243,0,0,0
122366544456362_1345406192152385,1,1,0
122366544456362_1345399738819697,0,2,0
122366544456362_1345394848820186,0,0,0
122366544456362_1345394672153537,0,0,0
122366544456362_1345391972153807,0,1,0
122366544456362_1345384068821264,0,1,0
122366544456362_1345370698822601,0,0,0
122366544456362_1345184232174581,0,1,0
122366544456362_1345094775516860,1,1,0
122366544456362_1345072595519078,0,1,0
122366544456362_1559990224311287,0,0,0
122366544456362_1345008712192133,1,1,0
122366544456362_1344984582194546,0,1,0
122366544456362_1344961038863567,1,1,0
122366544456362_1344953305531007,0,0,0
122366544456362_1344939142199090,0,0,0
122366544456362_1344932018866469,0,1,0
122366544456362_1344897508869920,0,1,0
122366544456362_1344895038870167,0,1,0
122366544456362_1344894852203519,0,1,0
122366544456362_1344888598870811,0,1,0
122366544456362_1344884828871188,0,1,0
122366544456362_1344876568872014,1,1,0
122366544456362_1344862068873464,0,0,0
122366544456362_1344832405543097,0,4,0
122366544456362_1344831868876484,0,4,0
122366544456362_1344827895543548,4,4,0
122366544456362_1344798448879826,1,2,0
122366544456362_1344785072214497,1,3,0
122366544456362_1344784775547860,1,3,0
122366544456362_1344784268881244,0,2,0
122366544456362_1344769892216015,0,1,0
122366544456362_166812543702385,0,0,0
122366544456362_1344740632218941,0,1,0
122366544456362_1344080482284956,42880,135,96
122366544456362_1344732785553059,0,0,0
122366544456362_1344716238888047,1,1,0
122366544456362_1344715858888085,0,2,0
122366544456362_1344704282222576,3,3,1
122366544456362_1344688432224161,0,0,0
122366544456362_1344687415557596,4,1,1
122366544456362_1344682372224767,0,2,0
122366544456362_1344657672227237,1,3,0
122366544456362_1344654225560915,0,0,0
122366544456362_1344553452237659,0,0,0
122366544456362_1344476148912056,0,0,0
122366544456362_1344454798914191,0,2,0
122366544456362_1344454638914207,0,1,0
122366544456362_1344435138916157,0,1,0
122366544456362_1344419808917690,0,0,0
122366544456362_1344399442253060,0,0,0
122366544456362_1344398905586447,0,0,0
122366544456362_1344396925586645,0,0,0
122366544456362_1344382012254803,0,1,0
122366544456362_1344376648922006,0,1,0
122366544456362_1344372582255746,0,2,0
122366544456362_1344365042256500,0,1,0
122366544456362_1344332288926442,0,1,0
122366544456362_1344329105593427,0,0,0
122366544456362_1344304882262516,1,1,0
122366544456362_1344234048936266,0,0,0
122366544456362_1344222402270764,3,3,0
122366544456362_1344214432271561,1,1,0
122366544456362_1344184688941202,1,0,0
122366544456362_1344153442277660,2,1,0
122366544456362_1344150535611284,3,4,0
122366544456362_1344149122278092,0,1,0
122366544456362_1344138818945789,1,1,0
122366544456362_1344136042279400,1,0,0
122366544456362_1344135685612769,0,0,0
122366544456362_1344125328947138,0,0,0
122366544456362_1344120275614310,0,2,0
122366544456362_1344108418948829,0,1,0
122366544456362_1344105952282409,1,3,0
122366544456362_1344101325616205,1,2,0
122366544456362_1344091215617216,0,1,0
122366544456362_1344084625617875,440,108,15
122366544456362_1344085335617804,1,0,0
122366544456362_1344076122285392,1,4,0
122366544456362_1344073962285608,0,2,0
122366544456362_1344060638953607,2,1,0
122366544456362_1344049282288076,1,1,0
122366544456362_1344048242288180,43001,156,147
122366544456362_1344039045622433,1,2,0
122366544456362_1344037928955878,0,0,0
122366544456362_1344035685622769,0,1,0
122366544456362_1344028855623452,0,2,0
122366544456362_1344010878958583,0,3,2
122366544456362_1343971052295899,1,2,0
122366544456362_1343958018963869,1,1,0
122366544456362_1343886548971016,2,4,0
122366544456362_1343886082304396,0,0,0
122366544456362_1343879125638425,0,0,0
122366544456362_1343868845639453,2,0,0
122366544456362_1343708752322129,1,2,0
122366544456362_1343657678993903,0,3,0
122366544456362_1343630762329928,0,1,0
122366544456362_1343596918999979,1,1,0
122366544456362_1343574649002206,1,2,0
122366544456362_1343563155670022,0,1,0
122366544456362_1343556932337311,0,3,0
122366544456362_1343534722339532,3,7,0
122366544456362_1343531245673213,0,1,0
122366544456362_1343522509007420,0,0,0
122366544456362_1343510942341910,0,0,0
122366544456362_1343501385676199,1,1,0
122366544456362_1343501169009554,0,3,0
122366544456362_1004523916307075,0,0,0
122366544456362_960736167314411,1,0,0
122366544456362_1343461269013544,0,1,0
122366544456362_1343448315681506,0,0,0
122366544456362_1343423692350635,1,2,0
122366544456362_1343412099018461,0,2,0
122366544456362_1343377575688580,0,1,0
122366544456362_1343376769021994,0,2,0
122366544456362_1341719782521026,69343,1015,327
122366544456362_1343358432357161,0,2,0
122366544456362_1343352505691087,0,0,0
122366544456362_1343352475691090,0,0,0
122366544456362_1341163969243274,46065,122,124
122366544456362_1343269102366094,0,0,0
122366544456362_750529521748255,0,0,0
122366544456362_1343221695704168,1,1,1
122366544456362_1343144832378521,0,0,0
122366544456362_1343117775714560,1,0,0
122366544456362_1342844625741875,3,6,1
122366544456362_1342810289078642,0,1,0
122366544456362_565190696977494,0,0,0
122366544456362_1342795855746752,1,2,1
122366544456362_1342757865750551,0,1,0
122366544456362_1342755025750835,0,0,0
122366544456362_1342754595750878,0,1,0
122366544456362_1342749052418099,1,1,0
122366544456362_1342746189085052,0,1,0
